Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Score	timestamp	Detection threshold
76	Spectrogram 1	1	3990.5	3992.5	50.0	350.0	2009/04/02	1	0.6655721664428711	2009-04-02 01:06:30.500	0.5
77	Spectrogram 1	1	4001.4	4003.4	50.0	350.0	2009/04/02	1	0.718903660774231	2009-04-02 01:06:41.400	0.5
78	Spectrogram 1	1	4015.2	4017.2	50.0	350.0	2009/04/02	1	0.5201632380485535	2009-04-02 01:06:55.200	0.5
79	Spectrogram 1	1	4025.5	4027.5	50.0	350.0	2009/04/02	1	0.5312089323997498	2009-04-02 01:07:05.500	0.5
80	Spectrogram 1	1	4147.5	4149.5	50.0	350.0	2009/04/02	1	0.5656042098999023	2009-04-02 01:09:07.500	0.5
81	Spectrogram 1	1	4205.7	4207.7	50.0	350.0	2009/04/02	1	0.9917205572128296	2009-04-02 01:10:05.700	0.5
82	Spectrogram 1	1	4289.5	4291.5	50.0	350.0	2009/04/02	1	0.9624273180961609	2009-04-02 01:11:29.500	0.5
83	Spectrogram 1	1	4293.0	4295.0	50.0	350.0	2009/04/02	1	0.5184009075164795	2009-04-02 01:11:33.000	0.5
84	Spectrogram 1	1	4326.7	4328.7	50.0	350.0	2009/04/02	1	0.664034366607666	2009-04-02 01:12:06.700	0.5
85	Spectrogram 1	1	4507.9	4509.9	50.0	350.0	2009/04/02	1	0.5701280236244202	2009-04-02 01:15:07.900	0.5
86	Spectrogram 1	1	4797.7	4799.7	50.0	350.0	2009/04/02	1	0.7774773836135864	2009-04-02 01:19:57.700	0.5
87	Spectrogram 1	1	5005.0	5007.0	50.0	350.0	2009/04/02	1	0.5729520320892334	2009-04-02 01:23:25.000	0.5
88	Spectrogram 1	1	5029.3	5031.3	50.0	350.0	2009/04/02	1	0.6400437355041504	2009-04-02 01:23:49.300	0.5
89	Spectrogram 1	1	5043.8	5045.8	50.0	350.0	2009/04/02	1	0.5922078490257263	2009-04-02 01:24:03.800	0.5
90	Spectrogram 1	1	5047.6	5049.6	50.0	350.0	2009/04/02	1	0.8831347227096558	2009-04-02 01:24:07.600	0.5
91	Spectrogram 1	1	5109.3	5111.3	50.0	350.0	2009/04/02	1	0.5031446814537048	2009-04-02 01:25:09.300	0.5
92	Spectrogram 1	1	5170.8	5172.8	50.0	350.0	2009/04/02	1	0.9530518651008606	2009-04-02 01:26:10.800	0.5
93	Spectrogram 1	1	5210.3	5212.3	50.0	350.0	2009/04/02	1	0.999534010887146	2009-04-02 01:26:50.300	0.5
94	Spectrogram 1	1	5214.9	5216.9	50.0	350.0	2009/04/02	1	0.6999908089637756	2009-04-02 01:26:54.900	0.5
95	Spectrogram 1	1	5218.8	5220.8	50.0	350.0	2009/04/02	1	0.5497217774391174	2009-04-02 01:26:58.800	0.5
96	Spectrogram 1	1	5226.4	5228.4	50.0	350.0	2009/04/02	1	0.8694320321083069	2009-04-02 01:27:06.400	0.5
97	Spectrogram 1	1	5229.0	5231.0	50.0	350.0	2009/04/02	1	0.7245444059371948	2009-04-02 01:27:09.000	0.5
98	Spectrogram 1	1	5242.6	5244.6	50.0	350.0	2009/04/02	1	0.9672399759292603	2009-04-02 01:27:22.600	0.5
99	Spectrogram 1	1	5296.3	5298.3	50.0	350.0	2009/04/02	1	0.9867848753929138	2009-04-02 01:28:16.300	0.5
100	Spectrogram 1	1	5344.9	5346.9	50.0	350.0	2009/04/02	1	0.5393930673599243	2009-04-02 01:29:04.900	0.5
101	Spectrogram 1	1	5377.2	5379.2	50.0	350.0	2009/04/02	1	0.6088153719902039	2009-04-02 01:29:37.200	0.5
102	Spectrogram 1	1	5408.2	5410.2	50.0	350.0	2009/04/02	1	0.5947780609130859	2009-04-02 01:30:08.200	0.5
103	Spectrogram 1	1	5431.0	5433.0	50.0	350.0	2009/04/02	1	0.9872910380363464	2009-04-02 01:30:31.000	0.5
104	Spectrogram 1	1	5445.3	5447.3	50.0	350.0	2009/04/02	1	0.9914222359657288	2009-04-02 01:30:45.300	0.5
105	Spectrogram 1	1	5473.1	5475.1	50.0	350.0	2009/04/02	1	0.865383505821228	2009-04-02 01:31:13.100	0.5
106	Spectrogram 1	1	5545.5	5547.5	50.0	350.0	2009/04/02	1	0.9834523797035217	2009-04-02 01:32:25.500	0.5
107	Spectrogram 1	1	5575.6	5577.6	50.0	350.0	2009/04/02	1	0.5770334005355835	2009-04-02 01:32:55.600	0.5
108	Spectrogram 1	1	5617.9	5619.9	50.0	350.0	2009/04/02	1	0.9539482593536377	2009-04-02 01:33:37.900	0.5
109	Spectrogram 1	1	5631.1	5633.1	50.0	350.0	2009/04/02	1	0.8972024917602539	2009-04-02 01:33:51.100	0.5
110	Spectrogram 1	1	5686.8	5688.8	50.0	350.0	2009/04/02	1	0.9885207414627075	2009-04-02 01:34:46.800	0.5
111	Spectrogram 1	1	5701.1	5703.1	50.0	350.0	2009/04/02	1	0.5253833532333374	2009-04-02 01:35:01.100	0.5
112	Spectrogram 1	1	5709.4	5711.4	50.0	350.0	2009/04/02	1	0.5097929239273071	2009-04-02 01:35:09.400	0.5
113	Spectrogram 1	1	5768.6	5770.6	50.0	350.0	2009/04/02	1	0.5653538703918457	2009-04-02 01:36:08.600	0.5
114	Spectrogram 1	1	5770.8	5772.8	50.0	350.0	2009/04/02	1	0.8972086906433105	2009-04-02 01:36:10.800	0.5
115	Spectrogram 1	1	5820.0	5822.0	50.0	350.0	2009/04/02	1	0.5157772302627563	2009-04-02 01:37:00.000	0.5
116	Spectrogram 1	1	5907.4	5909.4	50.0	350.0	2009/04/02	1	0.5808268189430237	2009-04-02 01:38:27.400	0.5
117	Spectrogram 1	1	5946.4	5948.4	50.0	350.0	2009/04/02	1	0.9829907417297363	2009-04-02 01:39:06.400	0.5
118	Spectrogram 1	1	6208.9	6210.9	50.0	350.0	2009/04/02	1	0.9924127459526062	2009-04-02 01:43:28.900	0.5
119	Spectrogram 1	1	6309.3	6311.3	50.0	350.0	2009/04/02	1	0.6394063830375671	2009-04-02 01:45:09.300	0.5
120	Spectrogram 1	1	6455.2	6457.2	50.0	350.0	2009/04/02	1	0.6941189169883728	2009-04-02 01:47:35.200	0.5
121	Spectrogram 1	1	6568.9	6570.9	50.0	350.0	2009/04/02	1	0.7893680334091187	2009-04-02 01:49:28.900	0.5
122	Spectrogram 1	1	6586.4	6588.4	50.0	350.0	2009/04/02	1	0.6460277438163757	2009-04-02 01:49:46.400	0.5
123	Spectrogram 1	1	6632.7	6634.7	50.0	350.0	2009/04/02	1	0.6192612051963806	2009-04-02 01:50:32.700	0.5
124	Spectrogram 1	1	6669.7	6671.7	50.0	350.0	2009/04/02	1	0.6111030578613281	2009-04-02 01:51:09.700	0.5
125	Spectrogram 1	1	7002.2	7004.2	50.0	350.0	2009/04/02	1	0.6639572381973267	2009-04-02 01:56:42.200	0.5
126	Spectrogram 1	1	7032.9	7034.9	50.0	350.0	2009/04/02	1	0.8321515917778015	2009-04-02 01:57:12.900	0.5
127	Spectrogram 1	1	7157.4	7159.4	50.0	350.0	2009/04/02	1	0.5085242986679077	2009-04-02 01:59:17.400	0.5
128	Spectrogram 1	1	7192.5	7194.5	50.0	350.0	2009/04/02	1	0.931446373462677	2009-04-02 01:59:52.500	0.5
129	Spectrogram 1	1	7231.1	7233.1	50.0	350.0	2009/04/02	2	0.9859890937805176	2009-04-02 02:00:31.100	0.5
130	Spectrogram 1	1	7330.4	7332.4	50.0	350.0	2009/04/02	2	0.8527564406394958	2009-04-02 02:02:10.400	0.5
131	Spectrogram 1	1	7381.8	7383.8	50.0	350.0	2009/04/02	2	0.7674425840377808	2009-04-02 02:03:01.800	0.5
132	Spectrogram 1	1	7391.5	7393.5	50.0	350.0	2009/04/02	2	0.5002238154411316	2009-04-02 02:03:11.500	0.5
133	Spectrogram 1	1	7480.8	7482.8	50.0	350.0	2009/04/02	2	0.6709725856781006	2009-04-02 02:04:40.800	0.5
134	Spectrogram 1	1	7491.1	7493.1	50.0	350.0	2009/04/02	2	0.9641674757003784	2009-04-02 02:04:51.100	0.5
135	Spectrogram 1	1	7514.6	7516.6	50.0	350.0	2009/04/02	2	0.9275211691856384	2009-04-02 02:05:14.600	0.5
136	Spectrogram 1	1	7536.4	7538.4	50.0	350.0	2009/04/02	2	0.8268316984176636	2009-04-02 02:05:36.400	0.5
137	Spectrogram 1	1	7571.8	7573.8	50.0	350.0	2009/04/02	2	0.6006481647491455	2009-04-02 02:06:11.800	0.5
138	Spectrogram 1	1	7638.5	7640.5	50.0	350.0	2009/04/02	2	0.8741215467453003	2009-04-02 02:07:18.500	0.5
139	Spectrogram 1	1	7643.4	7645.4	50.0	350.0	2009/04/02	2	0.980533242225647	2009-04-02 02:07:23.400	0.5
140	Spectrogram 1	1	7650.4	7652.4	50.0	350.0	2009/04/02	2	0.8458781838417053	2009-04-02 02:07:30.400	0.5
141	Spectrogram 1	1	7708.2	7710.2	50.0	350.0	2009/04/02	2	0.9298452138900757	2009-04-02 02:08:28.200	0.5
142	Spectrogram 1	1	7722.6	7724.6	50.0	350.0	2009/04/02	2	0.6534220576286316	2009-04-02 02:08:42.600	0.5
143	Spectrogram 1	1	7751.0	7753.0	50.0	350.0	2009/04/02	2	0.6209891438484192	2009-04-02 02:09:11.000	0.5
144	Spectrogram 1	1	7764.2	7766.2	50.0	350.0	2009/04/02	2	0.8847821354866028	2009-04-02 02:09:24.200	0.5
145	Spectrogram 1	1	7777.2	7779.2	50.0	350.0	2009/04/02	2	0.6980732679367065	2009-04-02 02:09:37.200	0.5
146	Spectrogram 1	1	7794.6	7796.6	50.0	350.0	2009/04/02	2	0.8689766526222229	2009-04-02 02:09:54.600	0.5
147	Spectrogram 1	1	7863.5	7865.5	50.0	350.0	2009/04/02	2	0.6533375978469849	2009-04-02 02:11:03.500	0.5
148	Spectrogram 1	1	7884.7	7886.7	50.0	350.0	2009/04/02	2	0.8600456118583679	2009-04-02 02:11:24.700	0.5
149	Spectrogram 1	1	7886.8	7888.8	50.0	350.0	2009/04/02	2	0.6249864101409912	2009-04-02 02:11:26.800	0.5
150	Spectrogram 1	1	7896.0	7898.0	50.0	350.0	2009/04/02	2	0.8276514410972595	2009-04-02 02:11:36.000	0.5
151	Spectrogram 1	1	7942.0	7944.0	50.0	350.0	2009/04/02	2	0.929998517036438	2009-04-02 02:12:22.000	0.5
152	Spectrogram 1	1	7996.3	7998.3	50.0	350.0	2009/04/02	2	0.5918202996253967	2009-04-02 02:13:16.300	0.5
153	Spectrogram 1	1	8024.0	8026.0	50.0	350.0	2009/04/02	2	0.982487142086029	2009-04-02 02:13:44.000	0.5
154	Spectrogram 1	1	8092.7	8094.7	50.0	350.0	2009/04/02	2	0.5987948179244995	2009-04-02 02:14:52.700	0.5
155	Spectrogram 1	1	8097.5	8099.5	50.0	350.0	2009/04/02	2	0.9253045320510864	2009-04-02 02:14:57.500	0.5
156	Spectrogram 1	1	8170.8	8172.8	50.0	350.0	2009/04/02	2	0.8060415983200073	2009-04-02 02:16:10.800	0.5
157	Spectrogram 1	1	8201.5	8203.5	50.0	350.0	2009/04/02	2	0.9759997725486755	2009-04-02 02:16:41.500	0.5
158	Spectrogram 1	1	8219.5	8221.5	50.0	350.0	2009/04/02	2	0.8857917189598083	2009-04-02 02:16:59.500	0.5
159	Spectrogram 1	1	8247.3	8249.3	50.0	350.0	2009/04/02	2	0.8307743668556213	2009-04-02 02:17:27.300	0.5
160	Spectrogram 1	1	8253.3	8255.3	50.0	350.0	2009/04/02	2	0.6641808152198792	2009-04-02 02:17:33.300	0.5
161	Spectrogram 1	1	8267.2	8269.2	50.0	350.0	2009/04/02	2	0.6030837893486023	2009-04-02 02:17:47.200	0.5
162	Spectrogram 1	1	8270.8	8272.8	50.0	350.0	2009/04/02	2	0.5086402297019958	2009-04-02 02:17:50.800	0.5
163	Spectrogram 1	1	8405.8	8407.8	50.0	350.0	2009/04/02	2	0.7159891724586487	2009-04-02 02:20:05.800	0.5
164	Spectrogram 1	1	8517.7	8519.7	50.0	350.0	2009/04/02	2	0.8203858733177185	2009-04-02 02:21:57.700	0.5
165	Spectrogram 1	1	8545.0	8547.0	50.0	350.0	2009/04/02	2	0.7058144807815552	2009-04-02 02:22:25.000	0.5
166	Spectrogram 1	1	8579.3	8581.3	50.0	350.0	2009/04/02	2	0.7990860342979431	2009-04-02 02:22:59.300	0.5
167	Spectrogram 1	1	8592.2	8594.2	50.0	350.0	2009/04/02	2	0.9693240523338318	2009-04-02 02:23:12.200	0.5
168	Spectrogram 1	1	8599.7	8601.7	50.0	350.0	2009/04/02	2	0.9984543323516846	2009-04-02 02:23:19.700	0.5
169	Spectrogram 1	1	8620.3	8622.3	50.0	350.0	2009/04/02	2	0.5229378342628479	2009-04-02 02:23:40.300	0.5
170	Spectrogram 1	1	8674.0	8676.0	50.0	350.0	2009/04/02	2	0.8944034576416016	2009-04-02 02:24:34.000	0.5
171	Spectrogram 1	1	9012.7	9014.7	50.0	350.0	2009/04/02	2	0.8572002649307251	2009-04-02 02:30:12.700	0.5
172	Spectrogram 1	1	9193.0	9195.0	50.0	350.0	2009/04/02	2	0.5718938112258911	2009-04-02 02:33:13.000	0.5
173	Spectrogram 1	1	9669.0	9671.0	50.0	350.0	2009/04/02	2	0.8142552375793457	2009-04-02 02:41:09.000	0.5
174	Spectrogram 1	1	9914.7	9916.7	50.0	350.0	2009/04/02	2	0.5902780890464783	2009-04-02 02:45:14.700	0.5
175	Spectrogram 1	1	10274.2	10276.2	50.0	350.0	2009/04/02	2	0.5454939007759094	2009-04-02 02:51:14.200	0.5
176	Spectrogram 1	1	10455.4	10457.4	50.0	350.0	2009/04/02	2	0.5258546471595764	2009-04-02 02:54:15.400	0.5
177	Spectrogram 1	1	10635.6	10637.6	50.0	350.0	2009/04/02	2	0.739490807056427	2009-04-02 02:57:15.600	0.5
178	Spectrogram 1	1	10687.2	10689.2	50.0	350.0	2009/04/02	2	0.8906418085098267	2009-04-02 02:58:07.200	0.5
179	Spectrogram 1	1	10850.5	10852.5	50.0	350.0	2009/04/02	3	0.6851859092712402	2009-04-02 03:00:50.500	0.5
180	Spectrogram 1	1	10995.1	10997.1	50.0	350.0	2009/04/02	3	0.6414687633514404	2009-04-02 03:03:15.100	0.5
181	Spectrogram 1	1	11006.5	11008.5	50.0	350.0	2009/04/02	3	0.5083671808242798	2009-04-02 03:03:26.500	0.5
182	Spectrogram 1	1	11085.0	11087.0	50.0	350.0	2009/04/02	3	0.7485995888710022	2009-04-02 03:04:45.000	0.5
183	Spectrogram 1	1	11270.2	11272.2	50.0	350.0	2009/04/02	3	0.6972823739051819	2009-04-02 03:07:50.200	0.5
184	Spectrogram 1	1	11355.6	11357.6	50.0	350.0	2009/04/02	3	0.7370305061340332	2009-04-02 03:09:15.600	0.5
185	Spectrogram 1	1	11392.5	11394.5	50.0	350.0	2009/04/02	3	0.8517364859580994	2009-04-02 03:09:52.500	0.5
186	Spectrogram 1	1	11443.5	11445.5	50.0	350.0	2009/04/02	3	0.8479275107383728	2009-04-02 03:10:43.500	0.5
187	Spectrogram 1	1	11620.2	11622.2	50.0	350.0	2009/04/02	3	0.9624825119972229	2009-04-02 03:13:40.200	0.5
188	Spectrogram 1	1	11634.9	11636.9	50.0	350.0	2009/04/02	3	0.9773145914077759	2009-04-02 03:13:54.900	0.5
189	Spectrogram 1	1	11677.2	11679.2	50.0	350.0	2009/04/02	3	0.8200991749763489	2009-04-02 03:14:37.200	0.5
190	Spectrogram 1	1	11699.7	11701.7	50.0	350.0	2009/04/02	3	0.8594697713851929	2009-04-02 03:14:59.700	0.5
191	Spectrogram 1	1	11728.5	11730.5	50.0	350.0	2009/04/02	3	0.5078797340393066	2009-04-02 03:15:28.500	0.5
192	Spectrogram 1	1	11762.8	11764.8	50.0	350.0	2009/04/02	3	0.7048808932304382	2009-04-02 03:16:02.800	0.5
193	Spectrogram 1	1	11771.3	11773.3	50.0	350.0	2009/04/02	3	0.5241479873657227	2009-04-02 03:16:11.300	0.5
194	Spectrogram 1	1	11877.8	11879.8	50.0	350.0	2009/04/02	3	0.9008610248565674	2009-04-02 03:17:57.800	0.5
195	Spectrogram 1	1	11978.4	11980.4	50.0	350.0	2009/04/02	3	0.6127974390983582	2009-04-02 03:19:38.400	0.5
196	Spectrogram 1	1	12018.9	12020.9	50.0	350.0	2009/04/02	3	0.9157497882843018	2009-04-02 03:20:18.900	0.5
197	Spectrogram 1	1	12049.0	12051.0	50.0	350.0	2009/04/02	3	0.7189503908157349	2009-04-02 03:20:49.000	0.5
198	Spectrogram 1	1	12437.1	12439.1	50.0	350.0	2009/04/02	3	0.8285359740257263	2009-04-02 03:27:17.100	0.5
199	Spectrogram 1	1	12516.5	12518.5	50.0	350.0	2009/04/02	3	0.9551858305931091	2009-04-02 03:28:36.500	0.5
200	Spectrogram 1	1	12538.3	12540.3	50.0	350.0	2009/04/02	3	0.6506388187408447	2009-04-02 03:28:58.300	0.5
201	Spectrogram 1	1	12540.6	12542.6	50.0	350.0	2009/04/02	3	0.94088214635849	2009-04-02 03:29:00.600	0.5
202	Spectrogram 1	1	12705.3	12707.3	50.0	350.0	2009/04/02	3	0.981401264667511	2009-04-02 03:31:45.300	0.5
203	Spectrogram 1	1	12776.3	12778.3	50.0	350.0	2009/04/02	3	0.5785936713218689	2009-04-02 03:32:56.300	0.5
204	Spectrogram 1	1	12797.5	12799.5	50.0	350.0	2009/04/02	3	0.6790207624435425	2009-04-02 03:33:17.500	0.5
