Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Score	timestamp	Detection threshold
26	Spectrogram 1	1	2215.7	2217.7	50.0	350.0	2009/04/01	0	0.5094771385192871	2009-04-01 00:36:55.700	0.5
27	Spectrogram 1	1	2227.8	2229.8	50.0	350.0	2009/04/01	0	0.9996700286865234	2009-04-01 00:37:07.800	0.5
28	Spectrogram 1	1	2247.9	2249.9	50.0	350.0	2009/04/01	0	0.7976898550987244	2009-04-01 00:37:27.900	0.5
29	Spectrogram 1	1	2457.6	2459.6	50.0	350.0	2009/04/01	0	0.9949954748153687	2009-04-01 00:40:57.600	0.5
30	Spectrogram 1	1	2513.1	2515.1	50.0	350.0	2009/04/01	0	0.6850451231002808	2009-04-01 00:41:53.100	0.5
31	Spectrogram 1	1	2538.6	2540.6	50.0	350.0	2009/04/01	0	0.9427329897880554	2009-04-01 00:42:18.600	0.5
32	Spectrogram 1	1	2579.6	2581.6	50.0	350.0	2009/04/01	0	0.5006698369979858	2009-04-01 00:42:59.600	0.5
33	Spectrogram 1	1	2595.9	2597.9	50.0	350.0	2009/04/01	0	0.813095211982727	2009-04-01 00:43:15.900	0.5
34	Spectrogram 1	1	2607.1	2609.1	50.0	350.0	2009/04/01	0	0.972507894039154	2009-04-01 00:43:27.100	0.5
35	Spectrogram 1	1	2652.9	2654.9	50.0	350.0	2009/04/01	0	0.9665071964263916	2009-04-01 00:44:12.900	0.5
36	Spectrogram 1	1	2669.0	2671.0	50.0	350.0	2009/04/01	0	0.991571307182312	2009-04-01 00:44:29.000	0.5
37	Spectrogram 1	1	2693.0	2695.0	50.0	350.0	2009/04/01	0	0.9965555667877197	2009-04-01 00:44:53.000	0.5
38	Spectrogram 1	1	2761.1	2763.1	50.0	350.0	2009/04/01	0	0.8499029278755188	2009-04-01 00:46:01.100	0.5
39	Spectrogram 1	1	2825.6	2827.6	50.0	350.0	2009/04/01	0	0.5086010098457336	2009-04-01 00:47:05.600	0.5
40	Spectrogram 1	1	2955.7	2957.7	50.0	350.0	2009/04/01	0	0.6358073353767395	2009-04-01 00:49:15.700	0.5
41	Spectrogram 1	1	3100.6	3102.6	50.0	350.0	2009/04/01	0	0.5434998273849487	2009-04-01 00:51:40.600	0.5
42	Spectrogram 1	1	3169.5	3171.5	50.0	350.0	2009/04/01	0	0.8158546090126038	2009-04-01 00:52:49.500	0.5
43	Spectrogram 1	1	3228.3	3230.3	50.0	350.0	2009/04/01	0	0.5654381513595581	2009-04-01 00:53:48.300	0.5
44	Spectrogram 1	1	3255.9	3257.9	50.0	350.0	2009/04/01	0	0.9096896052360535	2009-04-01 00:54:15.900	0.5
45	Spectrogram 1	1	3315.9	3317.9	50.0	350.0	2009/04/01	0	0.6207636594772339	2009-04-01 00:55:15.900	0.5
46	Spectrogram 1	1	3323.6	3325.6	50.0	350.0	2009/04/01	0	0.8048308491706848	2009-04-01 00:55:23.600	0.5
47	Spectrogram 1	1	3365.9	3367.9	50.0	350.0	2009/04/01	0	0.8328353762626648	2009-04-01 00:56:05.900	0.5
48	Spectrogram 1	1	3482.1	3484.1	50.0	350.0	2009/04/01	0	0.5587990283966064	2009-04-01 00:58:02.100	0.5
49	Spectrogram 1	1	3608.3	3610.3	50.0	350.0	2009/04/01	1	0.5113778114318848	2009-04-01 01:00:08.300	0.5
50	Spectrogram 1	1	3677.2	3679.2	50.0	350.0	2009/04/01	1	0.5169904232025146	2009-04-01 01:01:17.200	0.5
51	Spectrogram 1	1	3700.8	3702.8	50.0	350.0	2009/04/01	1	0.5632632970809937	2009-04-01 01:01:40.800	0.5
52	Spectrogram 1	1	3777.9	3779.9	50.0	350.0	2009/04/01	1	0.6063703298568726	2009-04-01 01:02:57.900	0.5
53	Spectrogram 1	1	3802.6	3804.6	50.0	350.0	2009/04/01	1	0.9987949132919312	2009-04-01 01:03:22.600	0.5
54	Spectrogram 1	1	3860.1	3862.1	50.0	350.0	2009/04/01	1	0.9607692360877991	2009-04-01 01:04:20.100	0.5
55	Spectrogram 1	1	3929.2	3931.2	50.0	350.0	2009/04/01	1	0.6408801674842834	2009-04-01 01:05:29.200	0.5
56	Spectrogram 1	1	3972.5	3974.5	50.0	350.0	2009/04/01	1	0.8308618664741516	2009-04-01 01:06:12.500	0.5
57	Spectrogram 1	1	4145.0	4147.0	50.0	350.0	2009/04/01	1	0.7891227602958679	2009-04-01 01:09:05.000	0.5
58	Spectrogram 1	1	4478.2	4480.2	50.0	350.0	2009/04/01	1	0.5978174805641174	2009-04-01 01:14:38.200	0.5
59	Spectrogram 1	1	4577.4	4579.4	50.0	350.0	2009/04/01	1	0.6061485409736633	2009-04-01 01:16:17.400	0.5
60	Spectrogram 1	1	4788.4	4790.4	50.0	350.0	2009/04/01	1	0.9445056319236755	2009-04-01 01:19:48.400	0.5
61	Spectrogram 1	1	4937.9	4939.9	50.0	350.0	2009/04/01	1	0.7277902364730835	2009-04-01 01:22:17.900	0.5
62	Spectrogram 1	1	5199.7	5201.7	50.0	350.0	2009/04/01	1	0.781288206577301	2009-04-01 01:26:39.700	0.5
63	Spectrogram 1	1	5220.9	5222.9	50.0	350.0	2009/04/01	1	0.802570641040802	2009-04-01 01:27:00.900	0.5
64	Spectrogram 1	1	5355.5	5357.5	50.0	350.0	2009/04/01	1	0.510959804058075	2009-04-01 01:29:15.500	0.5
65	Spectrogram 1	1	5388.0	5390.0	50.0	350.0	2009/04/01	1	0.6285878419876099	2009-04-01 01:29:48.000	0.5
66	Spectrogram 1	1	5478.5	5480.5	50.0	350.0	2009/04/01	1	0.8842865824699402	2009-04-01 01:31:18.500	0.5
67	Spectrogram 1	1	5574.8	5576.8	50.0	350.0	2009/04/01	1	0.5758563876152039	2009-04-01 01:32:54.800	0.5
68	Spectrogram 1	1	5606.5	5608.5	50.0	350.0	2009/04/01	1	0.5174586176872253	2009-04-01 01:33:26.500	0.5
69	Spectrogram 1	1	5623.9	5625.9	50.0	350.0	2009/04/01	1	0.8813847899436951	2009-04-01 01:33:43.900	0.5
70	Spectrogram 1	1	5658.7	5660.7	50.0	350.0	2009/04/01	1	0.5702009201049805	2009-04-01 01:34:18.700	0.5
71	Spectrogram 1	1	6314.0	6316.0	50.0	350.0	2009/04/01	1	0.8582642078399658	2009-04-01 01:45:14.000	0.5
72	Spectrogram 1	1	6395.1	6397.1	50.0	350.0	2009/04/01	1	0.6663519740104675	2009-04-01 01:46:35.100	0.5
73	Spectrogram 1	1	6442.7	6444.7	50.0	350.0	2009/04/01	1	0.5540498495101929	2009-04-01 01:47:22.700	0.5
74	Spectrogram 1	1	6452.2	6454.2	50.0	350.0	2009/04/01	1	0.5179023146629333	2009-04-01 01:47:32.200	0.5
75	Spectrogram 1	1	6474.3	6476.3	50.0	350.0	2009/04/01	1	0.9530313014984131	2009-04-01 01:47:54.300	0.5
76	Spectrogram 1	1	6604.0	6606.0	50.0	350.0	2009/04/01	1	0.6531792879104614	2009-04-01 01:50:04.000	0.5
77	Spectrogram 1	1	6693.6	6695.6	50.0	350.0	2009/04/01	1	0.9833752512931824	2009-04-01 01:51:33.600	0.5
78	Spectrogram 1	1	6695.8	6697.8	50.0	350.0	2009/04/01	1	0.5106878280639648	2009-04-01 01:51:35.800	0.5
79	Spectrogram 1	1	6740.1	6742.1	50.0	350.0	2009/04/01	1	0.638871967792511	2009-04-01 01:52:20.100	0.5
80	Spectrogram 1	1	6782.2	6784.2	50.0	350.0	2009/04/01	1	0.7873789072036743	2009-04-01 01:53:02.200	0.5
81	Spectrogram 1	1	6798.1	6800.1	50.0	350.0	2009/04/01	1	0.7212562561035156	2009-04-01 01:53:18.100	0.5
82	Spectrogram 1	1	7101.6	7103.6	50.0	350.0	2009/04/01	1	0.5105469822883606	2009-04-01 01:58:21.600	0.5
83	Spectrogram 1	1	7466.4	7468.4	50.0	350.0	2009/04/01	2	0.7822982668876648	2009-04-01 02:04:26.400	0.5
84	Spectrogram 1	1	7586.7	7588.7	50.0	350.0	2009/04/01	2	0.8963696360588074	2009-04-01 02:06:26.700	0.5
85	Spectrogram 1	1	7590.8	7592.8	50.0	350.0	2009/04/01	2	0.5959398150444031	2009-04-01 02:06:30.800	0.5
86	Spectrogram 1	1	7594.5	7596.5	50.0	350.0	2009/04/01	2	0.9742698073387146	2009-04-01 02:06:34.500	0.5
87	Spectrogram 1	1	7597.0	7599.0	50.0	350.0	2009/04/01	2	0.8342779278755188	2009-04-01 02:06:37.000	0.5
88	Spectrogram 1	1	7602.3	7604.3	50.0	350.0	2009/04/01	2	0.8447378277778625	2009-04-01 02:06:42.300	0.5
89	Spectrogram 1	1	7607.2	7609.2	50.0	350.0	2009/04/01	2	0.640664279460907	2009-04-01 02:06:47.200	0.5
90	Spectrogram 1	1	7613.3	7615.3	50.0	350.0	2009/04/01	2	0.5163651704788208	2009-04-01 02:06:53.300	0.5
91	Spectrogram 1	1	7619.7	7621.7	50.0	350.0	2009/04/01	2	0.586255669593811	2009-04-01 02:06:59.700	0.5
92	Spectrogram 1	1	7624.9	7626.9	50.0	350.0	2009/04/01	2	0.919684112071991	2009-04-01 02:07:04.900	0.5
93	Spectrogram 1	1	7821.5	7823.5	50.0	350.0	2009/04/01	2	0.5561856031417847	2009-04-01 02:10:21.500	0.5
94	Spectrogram 1	1	7825.1	7827.1	50.0	350.0	2009/04/01	2	0.9203419089317322	2009-04-01 02:10:25.100	0.5
95	Spectrogram 1	1	7881.7	7883.7	50.0	350.0	2009/04/01	2	0.7142175436019897	2009-04-01 02:11:21.700	0.5
96	Spectrogram 1	1	7924.3	7926.3	50.0	350.0	2009/04/01	2	0.6074076294898987	2009-04-01 02:12:04.300	0.5
97	Spectrogram 1	1	7959.1	7961.1	50.0	350.0	2009/04/01	2	0.5673031806945801	2009-04-01 02:12:39.100	0.5
98	Spectrogram 1	1	7970.2	7972.2	50.0	350.0	2009/04/01	2	0.6912091970443726	2009-04-01 02:12:50.200	0.5
99	Spectrogram 1	1	7975.3	7977.3	50.0	350.0	2009/04/01	2	0.9367076754570007	2009-04-01 02:12:55.300	0.5
100	Spectrogram 1	1	8006.0	8008.0	50.0	350.0	2009/04/01	2	0.7096584439277649	2009-04-01 02:13:26.000	0.5
101	Spectrogram 1	1	8061.4	8063.4	50.0	350.0	2009/04/01	2	0.9916973114013672	2009-04-01 02:14:21.400	0.5
102	Spectrogram 1	1	8090.8	8092.8	50.0	350.0	2009/04/01	2	0.7752327919006348	2009-04-01 02:14:50.800	0.5
103	Spectrogram 1	1	8113.9	8115.9	50.0	350.0	2009/04/01	2	0.6324521899223328	2009-04-01 02:15:13.900	0.5
104	Spectrogram 1	1	8284.3	8286.3	50.0	350.0	2009/04/01	2	0.991567075252533	2009-04-01 02:18:04.300	0.5
105	Spectrogram 1	1	8367.4	8369.4	50.0	350.0	2009/04/01	2	0.6259963512420654	2009-04-01 02:19:27.400	0.5
106	Spectrogram 1	1	8543.3	8545.3	50.0	350.0	2009/04/01	2	0.5060157775878906	2009-04-01 02:22:23.300	0.5
107	Spectrogram 1	1	8580.0	8582.0	50.0	350.0	2009/04/01	2	0.5627615451812744	2009-04-01 02:23:00.000	0.5
108	Spectrogram 1	1	8725.8	8727.8	50.0	350.0	2009/04/01	2	0.9894266128540039	2009-04-01 02:25:25.800	0.5
109	Spectrogram 1	1	8758.3	8760.3	50.0	350.0	2009/04/01	2	0.7443583607673645	2009-04-01 02:25:58.300	0.5
110	Spectrogram 1	1	9035.4	9037.4	50.0	350.0	2009/04/01	2	0.6137630939483643	2009-04-01 02:30:35.400	0.5
111	Spectrogram 1	1	9169.1	9171.1	50.0	350.0	2009/04/01	2	0.9374048113822937	2009-04-01 02:32:49.100	0.5
112	Spectrogram 1	1	9232.7	9234.7	50.0	350.0	2009/04/01	2	0.6834363341331482	2009-04-01 02:33:52.700	0.5
113	Spectrogram 1	1	9404.2	9406.2	50.0	350.0	2009/04/01	2	0.75534588098526	2009-04-01 02:36:44.200	0.5
114	Spectrogram 1	1	9415.8	9417.8	50.0	350.0	2009/04/01	2	0.6156176924705505	2009-04-01 02:36:55.800	0.5
115	Spectrogram 1	1	9425.5	9427.5	50.0	350.0	2009/04/01	2	0.7820627689361572	2009-04-01 02:37:05.500	0.5
116	Spectrogram 1	1	9550.6	9552.6	50.0	350.0	2009/04/01	2	0.9662860035896301	2009-04-01 02:39:10.600	0.5
117	Spectrogram 1	1	9587.7	9589.7	50.0	350.0	2009/04/01	2	0.9349352121353149	2009-04-01 02:39:47.700	0.5
118	Spectrogram 1	1	9713.9	9715.9	50.0	350.0	2009/04/01	2	0.8170772790908813	2009-04-01 02:41:53.900	0.5
119	Spectrogram 1	1	9799.1	9801.1	50.0	350.0	2009/04/01	2	0.5135663151741028	2009-04-01 02:43:19.100	0.5
120	Spectrogram 1	1	9805.2	9807.2	50.0	350.0	2009/04/01	2	0.6891024112701416	2009-04-01 02:43:25.200	0.5
121	Spectrogram 1	1	9851.2	9853.2	50.0	350.0	2009/04/01	2	0.962497889995575	2009-04-01 02:44:11.200	0.5
122	Spectrogram 1	1	9899.4	9901.4	50.0	350.0	2009/04/01	2	0.8495511412620544	2009-04-01 02:44:59.400	0.5
123	Spectrogram 1	1	9962.3	9964.3	50.0	350.0	2009/04/01	2	0.9312832355499268	2009-04-01 02:46:02.300	0.5
124	Spectrogram 1	1	9985.1	9987.1	50.0	350.0	2009/04/01	2	0.5562147498130798	2009-04-01 02:46:25.100	0.5
125	Spectrogram 1	1	10023.1	10025.1	50.0	350.0	2009/04/01	2	0.989215075969696	2009-04-01 02:47:03.100	0.5
126	Spectrogram 1	1	10083.5	10085.5	50.0	350.0	2009/04/01	2	0.9666262865066528	2009-04-01 02:48:03.500	0.5
127	Spectrogram 1	1	10137.6	10139.6	50.0	350.0	2009/04/01	2	0.9568475484848022	2009-04-01 02:48:57.600	0.5
128	Spectrogram 1	1	10152.4	10154.4	50.0	350.0	2009/04/01	2	0.8305654525756836	2009-04-01 02:49:12.400	0.5
129	Spectrogram 1	1	10183.2	10185.2	50.0	350.0	2009/04/01	2	0.6000239253044128	2009-04-01 02:49:43.200	0.5
130	Spectrogram 1	1	10238.8	10240.8	50.0	350.0	2009/04/01	2	0.974242091178894	2009-04-01 02:50:38.800	0.5
131	Spectrogram 1	1	10243.6	10245.6	50.0	350.0	2009/04/01	2	0.7466890811920166	2009-04-01 02:50:43.600	0.5
132	Spectrogram 1	1	10358.4	10360.4	50.0	350.0	2009/04/01	2	0.9818535447120667	2009-04-01 02:52:38.400	0.5
133	Spectrogram 1	1	10414.7	10416.7	50.0	350.0	2009/04/01	2	0.5391262769699097	2009-04-01 02:53:34.700	0.5
134	Spectrogram 1	1	10417.7	10419.7	50.0	350.0	2009/04/01	2	0.6952577233314514	2009-04-01 02:53:37.700	0.5
135	Spectrogram 1	1	10448.5	10450.5	50.0	350.0	2009/04/01	2	0.5708866119384766	2009-04-01 02:54:08.500	0.5
136	Spectrogram 1	1	10451.2	10453.2	50.0	350.0	2009/04/01	2	0.9132760167121887	2009-04-01 02:54:11.200	0.5
137	Spectrogram 1	1	10527.3	10529.3	50.0	350.0	2009/04/01	2	0.981890857219696	2009-04-01 02:55:27.300	0.5
138	Spectrogram 1	1	10545.1	10547.1	50.0	350.0	2009/04/01	2	0.8856862187385559	2009-04-01 02:55:45.100	0.5
139	Spectrogram 1	1	10653.4	10655.4	50.0	350.0	2009/04/01	2	0.5779178738594055	2009-04-01 02:57:33.400	0.5
140	Spectrogram 1	1	10726.5	10728.5	50.0	350.0	2009/04/01	2	0.575506865978241	2009-04-01 02:58:46.500	0.5
141	Spectrogram 1	1	10780.1	10782.1	50.0	350.0	2009/04/01	2	0.5812245607376099	2009-04-01 02:59:40.100	0.5
142	Spectrogram 1	1	10785.4	10787.4	50.0	350.0	2009/04/01	2	0.6259127855300903	2009-04-01 02:59:45.400	0.5
143	Spectrogram 1	1	10827.6	10829.6	50.0	350.0	2009/04/01	3	0.6693052053451538	2009-04-01 03:00:27.600	0.5
144	Spectrogram 1	1	10890.1	10892.1	50.0	350.0	2009/04/01	3	0.6426424384117126	2009-04-01 03:01:30.100	0.5
145	Spectrogram 1	1	10953.6	10955.6	50.0	350.0	2009/04/01	3	0.7421759366989136	2009-04-01 03:02:33.600	0.5
146	Spectrogram 1	1	10993.5	10995.5	50.0	350.0	2009/04/01	3	0.7717238068580627	2009-04-01 03:03:13.500	0.5
147	Spectrogram 1	1	11022.4	11024.4	50.0	350.0	2009/04/01	3	0.9249093532562256	2009-04-01 03:03:42.400	0.5
148	Spectrogram 1	1	11025.9	11027.9	50.0	350.0	2009/04/01	3	0.9133690595626831	2009-04-01 03:03:45.900	0.5
149	Spectrogram 1	1	11037.9	11039.9	50.0	350.0	2009/04/01	3	0.9987346529960632	2009-04-01 03:03:57.900	0.5
150	Spectrogram 1	1	11068.3	11070.3	50.0	350.0	2009/04/01	3	0.8430250883102417	2009-04-01 03:04:28.300	0.5
151	Spectrogram 1	1	11148.1	11150.1	50.0	350.0	2009/04/01	3	0.8409379720687866	2009-04-01 03:05:48.100	0.5
152	Spectrogram 1	1	11185.1	11187.1	50.0	350.0	2009/04/01	3	0.5523532032966614	2009-04-01 03:06:25.100	0.5
153	Spectrogram 1	1	11215.2	11217.2	50.0	350.0	2009/04/01	3	0.8966798782348633	2009-04-01 03:06:55.200	0.5
154	Spectrogram 1	1	11346.6	11348.6	50.0	350.0	2009/04/01	3	0.9839817881584167	2009-04-01 03:09:06.600	0.5
155	Spectrogram 1	1	11386.9	11388.9	50.0	350.0	2009/04/01	3	0.9724586009979248	2009-04-01 03:09:46.900	0.5
156	Spectrogram 1	1	11426.1	11428.1	50.0	350.0	2009/04/01	3	0.5224670767784119	2009-04-01 03:10:26.100	0.5
157	Spectrogram 1	1	11464.6	11466.6	50.0	350.0	2009/04/01	3	0.861504316329956	2009-04-01 03:11:04.600	0.5
158	Spectrogram 1	1	11534.5	11536.5	50.0	350.0	2009/04/01	3	0.9127665758132935	2009-04-01 03:12:14.500	0.5
159	Spectrogram 1	1	11598.1	11600.1	50.0	350.0	2009/04/01	3	0.9168877601623535	2009-04-01 03:13:18.100	0.5
160	Spectrogram 1	1	11724.6	11726.6	50.0	350.0	2009/04/01	3	0.9561495780944824	2009-04-01 03:15:24.600	0.5
161	Spectrogram 1	1	11787.6	11789.6	50.0	350.0	2009/04/01	3	0.6193270683288574	2009-04-01 03:16:27.600	0.5
162	Spectrogram 1	1	11808.8	11810.8	50.0	350.0	2009/04/01	3	0.9911093711853027	2009-04-01 03:16:48.800	0.5
163	Spectrogram 1	1	11881.2	11883.2	50.0	350.0	2009/04/01	3	0.5022438168525696	2009-04-01 03:18:01.200	0.5
164	Spectrogram 1	1	11886.4	11888.4	50.0	350.0	2009/04/01	3	0.5982652902603149	2009-04-01 03:18:06.400	0.5
165	Spectrogram 1	1	11984.3	11986.3	50.0	350.0	2009/04/01	3	0.5191308856010437	2009-04-01 03:19:44.300	0.5
166	Spectrogram 1	1	11998.6	12000.6	50.0	350.0	2009/04/01	3	0.5511070489883423	2009-04-01 03:19:58.600	0.5
167	Spectrogram 1	1	12040.9	12042.9	50.0	350.0	2009/04/01	3	0.7531329989433289	2009-04-01 03:20:40.900	0.5
168	Spectrogram 1	1	12117.7	12119.7	50.0	350.0	2009/04/01	3	0.6696029901504517	2009-04-01 03:21:57.700	0.5
169	Spectrogram 1	1	12196.1	12198.1	50.0	350.0	2009/04/01	3	0.5392996072769165	2009-04-01 03:23:16.100	0.5
170	Spectrogram 1	1	12206.3	12208.3	50.0	350.0	2009/04/01	3	0.7152305841445923	2009-04-01 03:23:26.300	0.5
171	Spectrogram 1	1	12274.7	12276.7	50.0	350.0	2009/04/01	3	0.6017926335334778	2009-04-01 03:24:34.700	0.5
172	Spectrogram 1	1	12294.2	12296.2	50.0	350.0	2009/04/01	3	0.5583707094192505	2009-04-01 03:24:54.200	0.5
173	Spectrogram 1	1	12372.9	12374.9	50.0	350.0	2009/04/01	3	0.5845036506652832	2009-04-01 03:26:12.900	0.5
174	Spectrogram 1	1	12381.0	12383.0	50.0	350.0	2009/04/01	3	0.6647237539291382	2009-04-01 03:26:21.000	0.5
175	Spectrogram 1	1	12411.8	12413.8	50.0	350.0	2009/04/01	3	0.6479072570800781	2009-04-01 03:26:51.800	0.5
176	Spectrogram 1	1	12516.8	12518.8	50.0	350.0	2009/04/01	3	0.5901722311973572	2009-04-01 03:28:36.800	0.5
177	Spectrogram 1	1	12578.8	12580.8	50.0	350.0	2009/04/01	3	0.826528012752533	2009-04-01 03:29:38.800	0.5
178	Spectrogram 1	1	12716.2	12718.2	50.0	350.0	2009/04/01	3	0.7193615436553955	2009-04-01 03:31:56.200	0.5
179	Spectrogram 1	1	12718.9	12720.9	50.0	350.0	2009/04/01	3	0.8847317695617676	2009-04-01 03:31:58.900	0.5
180	Spectrogram 1	1	13053.8	13055.8	50.0	350.0	2009/04/01	3	0.6749228239059448	2009-04-01 03:37:33.800	0.5
181	Spectrogram 1	1	13205.9	13207.9	50.0	350.0	2009/04/01	3	0.9904404878616333	2009-04-01 03:40:05.900	0.5
182	Spectrogram 1	1	13246.7	13248.7	50.0	350.0	2009/04/01	3	0.5795404314994812	2009-04-01 03:40:46.700	0.5
183	Spectrogram 1	1	13252.1	13254.1	50.0	350.0	2009/04/01	3	0.9815412759780884	2009-04-01 03:40:52.100	0.5
184	Spectrogram 1	1	13307.4	13309.4	50.0	350.0	2009/04/01	3	0.9978758096694946	2009-04-01 03:41:47.400	0.5
185	Spectrogram 1	1	13319.7	13321.7	50.0	350.0	2009/04/01	3	0.8781750202178955	2009-04-01 03:41:59.700	0.5
186	Spectrogram 1	1	13588.8	13590.8	50.0	350.0	2009/04/01	3	0.5125188231468201	2009-04-01 03:46:28.800	0.5
187	Spectrogram 1	1	13607.8	13609.8	50.0	350.0	2009/04/01	3	0.6778525710105896	2009-04-01 03:46:47.800	0.5
188	Spectrogram 1	1	13646.7	13648.7	50.0	350.0	2009/04/01	3	0.9166076183319092	2009-04-01 03:47:26.700	0.5
189	Spectrogram 1	1	13669.3	13671.3	50.0	350.0	2009/04/01	3	0.6361160278320312	2009-04-01 03:47:49.300	0.5
190	Spectrogram 1	1	13687.4	13689.4	50.0	350.0	2009/04/01	3	0.5775837302207947	2009-04-01 03:48:07.400	0.5
191	Spectrogram 1	1	13739.1	13741.1	50.0	350.0	2009/04/01	3	0.7951262593269348	2009-04-01 03:48:59.100	0.5
192	Spectrogram 1	1	13742.6	13744.6	50.0	350.0	2009/04/01	3	0.9579980969429016	2009-04-01 03:49:02.600	0.5
193	Spectrogram 1	1	13795.9	13797.9	50.0	350.0	2009/04/01	3	0.9708983302116394	2009-04-01 03:49:55.900	0.5
194	Spectrogram 1	1	13831.8	13833.8	50.0	350.0	2009/04/01	3	0.568467378616333	2009-04-01 03:50:31.800	0.5
195	Spectrogram 1	1	13848.1	13850.1	50.0	350.0	2009/04/01	3	0.5367351770401001	2009-04-01 03:50:48.100	0.5
196	Spectrogram 1	1	13862.7	13864.7	50.0	350.0	2009/04/01	3	0.9914644360542297	2009-04-01 03:51:02.700	0.5
197	Spectrogram 1	1	13871.2	13873.2	50.0	350.0	2009/04/01	3	0.5223991274833679	2009-04-01 03:51:11.200	0.5
198	Spectrogram 1	1	13908.7	13910.7	50.0	350.0	2009/04/01	3	0.8448849320411682	2009-04-01 03:51:48.700	0.5
199	Spectrogram 1	1	13952.5	13954.5	50.0	350.0	2009/04/01	3	0.8736075758934021	2009-04-01 03:52:32.500	0.5
200	Spectrogram 1	1	14019.2	14021.2	50.0	350.0	2009/04/01	3	0.5100167989730835	2009-04-01 03:53:39.200	0.5
201	Spectrogram 1	1	14064.1	14066.1	50.0	350.0	2009/04/01	3	0.6499195098876953	2009-04-01 03:54:24.100	0.5
202	Spectrogram 1	1	14078.6	14080.6	50.0	350.0	2009/04/01	3	0.7134929299354553	2009-04-01 03:54:38.600	0.5
203	Spectrogram 1	1	14082.6	14084.6	50.0	350.0	2009/04/01	3	0.9982099533081055	2009-04-01 03:54:42.600	0.5
204	Spectrogram 1	1	14129.3	14131.3	50.0	350.0	2009/04/01	3	0.9989965558052063	2009-04-01 03:55:29.300	0.5
