Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Score	timestamp	Detection threshold
24	Spectrogram 1	1	3716.5	3718.5	50.0	350.0	2009/04/03	1	0.5865339040756226	2009-04-03 01:01:56.500	0.5
25	Spectrogram 1	1	3723.6	3725.6	50.0	350.0	2009/04/03	1	0.9605531692504883	2009-04-03 01:02:03.600	0.5
26	Spectrogram 1	1	4076.9	4078.9	50.0	350.0	2009/04/03	1	0.576606035232544	2009-04-03 01:07:56.900	0.5
27	Spectrogram 1	1	4257.1	4259.1	50.0	350.0	2009/04/03	1	0.52290940284729	2009-04-03 01:10:57.100	0.5
28	Spectrogram 1	1	4436.4	4438.4	50.0	350.0	2009/04/03	1	0.5163298845291138	2009-04-03 01:13:56.400	0.5
29	Spectrogram 1	1	4458.9	4460.9	50.0	350.0	2009/04/03	1	0.9996780157089233	2009-04-03 01:14:18.900	0.5
30	Spectrogram 1	1	4524.5	4526.5	50.0	350.0	2009/04/03	1	0.5397175550460815	2009-04-03 01:15:24.500	0.5
31	Spectrogram 1	1	4536.7	4538.7	50.0	350.0	2009/04/03	1	0.9998502731323242	2009-04-03 01:15:36.700	0.5
32	Spectrogram 1	1	4616.8	4618.8	50.0	350.0	2009/04/03	1	0.6269658803939819	2009-04-03 01:16:56.800	0.5
33	Spectrogram 1	1	4685.2	4687.2	50.0	350.0	2009/04/03	1	0.9998874664306641	2009-04-03 01:18:05.200	0.5
34	Spectrogram 1	1	4729.5	4731.5	50.0	350.0	2009/04/03	1	0.999319314956665	2009-04-03 01:18:49.500	0.5
35	Spectrogram 1	1	4796.9	4798.9	50.0	350.0	2009/04/03	1	0.5231364369392395	2009-04-03 01:19:56.900	0.5
36	Spectrogram 1	1	4904.9	4906.9	50.0	350.0	2009/04/03	1	0.9942718744277954	2009-04-03 01:21:44.900	0.5
37	Spectrogram 1	1	4978.3	4980.3	50.0	350.0	2009/04/03	1	0.5482405424118042	2009-04-03 01:22:58.300	0.5
38	Spectrogram 1	1	5057.9	5059.9	50.0	350.0	2009/04/03	1	0.9965445399284363	2009-04-03 01:24:17.900	0.5
39	Spectrogram 1	1	5158.3	5160.3	50.0	350.0	2009/04/03	1	0.5818201303482056	2009-04-03 01:25:58.300	0.5
40	Spectrogram 1	1	5178.7	5180.7	50.0	350.0	2009/04/03	1	0.8510968685150146	2009-04-03 01:26:18.700	0.5
41	Spectrogram 1	1	5337.6	5339.6	50.0	350.0	2009/04/03	1	0.7653646469116211	2009-04-03 01:28:57.600	0.5
42	Spectrogram 1	1	5465.7	5467.7	50.0	350.0	2009/04/03	1	0.9972670078277588	2009-04-03 01:31:05.700	0.5
43	Spectrogram 1	1	5517.8	5519.8	50.0	350.0	2009/04/03	1	0.8199295401573181	2009-04-03 01:31:57.800	0.5
44	Spectrogram 1	1	5523.5	5525.5	50.0	350.0	2009/04/03	1	0.992272138595581	2009-04-03 01:32:03.500	0.5
45	Spectrogram 1	1	5622.6	5624.6	50.0	350.0	2009/04/03	1	0.9999878406524658	2009-04-03 01:33:42.600	0.5
46	Spectrogram 1	1	5698.1	5700.1	50.0	350.0	2009/04/03	1	0.6080223917961121	2009-04-03 01:34:58.100	0.5
47	Spectrogram 1	1	5799.1	5801.1	50.0	350.0	2009/04/03	1	0.998795747756958	2009-04-03 01:36:39.100	0.5
48	Spectrogram 1	1	5861.3	5863.3	50.0	350.0	2009/04/03	1	0.9984821677207947	2009-04-03 01:37:41.300	0.5
49	Spectrogram 1	1	5878.4	5880.4	50.0	350.0	2009/04/03	1	0.5833945274353027	2009-04-03 01:37:58.400	0.5
50	Spectrogram 1	1	6020.1	6022.1	50.0	350.0	2009/04/03	1	0.9998362064361572	2009-04-03 01:40:20.100	0.5
51	Spectrogram 1	1	6157.6	6159.6	50.0	350.0	2009/04/03	1	0.7532799243927002	2009-04-03 01:42:37.600	0.5
52	Spectrogram 1	1	6405.0	6407.0	50.0	350.0	2009/04/03	1	0.9993166923522949	2009-04-03 01:46:45.000	0.5
53	Spectrogram 1	1	6419.0	6421.0	50.0	350.0	2009/04/03	1	0.6876472234725952	2009-04-03 01:46:59.000	0.5
54	Spectrogram 1	1	6455.8	6457.8	50.0	350.0	2009/04/03	1	0.7050725817680359	2009-04-03 01:47:35.800	0.5
55	Spectrogram 1	1	6493.8	6495.8	50.0	350.0	2009/04/03	1	0.925785481929779	2009-04-03 01:48:13.800	0.5
56	Spectrogram 1	1	6599.2	6601.2	50.0	350.0	2009/04/03	1	0.5393270254135132	2009-04-03 01:49:59.200	0.5
57	Spectrogram 1	1	6887.3	6889.3	50.0	350.0	2009/04/03	1	0.5246961712837219	2009-04-03 01:54:47.300	0.5
58	Spectrogram 1	1	7183.6	7185.6	50.0	350.0	2009/04/03	1	0.9927549958229065	2009-04-03 01:59:43.600	0.5
59	Spectrogram 1	1	7221.1	7223.1	50.0	350.0	2009/04/03	2	0.94940185546875	2009-04-03 02:00:21.100	0.5
60	Spectrogram 1	1	7230.8	7232.8	50.0	350.0	2009/04/03	2	0.9664249420166016	2009-04-03 02:00:30.800	0.5
61	Spectrogram 1	1	7249.2	7251.2	50.0	350.0	2009/04/03	2	0.6335746645927429	2009-04-03 02:00:49.200	0.5
62	Spectrogram 1	1	7274.3	7276.3	50.0	350.0	2009/04/03	2	0.5158289074897766	2009-04-03 02:01:14.300	0.5
63	Spectrogram 1	1	7288.7	7290.7	50.0	350.0	2009/04/03	2	0.8077048659324646	2009-04-03 02:01:28.700	0.5
64	Spectrogram 1	1	7300.2	7302.2	50.0	350.0	2009/04/03	2	0.553760826587677	2009-04-03 02:01:40.200	0.5
65	Spectrogram 1	1	7320.1	7322.1	50.0	350.0	2009/04/03	2	0.608477771282196	2009-04-03 02:02:00.100	0.5
66	Spectrogram 1	1	7391.8	7393.8	50.0	350.0	2009/04/03	2	0.8105820417404175	2009-04-03 02:03:11.800	0.5
67	Spectrogram 1	1	7446.1	7448.1	50.0	350.0	2009/04/03	2	0.6929909586906433	2009-04-03 02:04:06.100	0.5
68	Spectrogram 1	1	7465.0	7467.0	50.0	350.0	2009/04/03	2	0.7871364951133728	2009-04-03 02:04:25.000	0.5
69	Spectrogram 1	1	7500.3	7502.3	50.0	350.0	2009/04/03	2	0.5866442322731018	2009-04-03 02:05:00.300	0.5
70	Spectrogram 1	1	7689.0	7691.0	50.0	350.0	2009/04/03	2	0.7391659021377563	2009-04-03 02:08:09.000	0.5
71	Spectrogram 1	1	7853.0	7855.0	50.0	350.0	2009/04/03	2	0.7264514565467834	2009-04-03 02:10:53.000	0.5
72	Spectrogram 1	1	7860.9	7862.9	50.0	350.0	2009/04/03	2	0.55783611536026	2009-04-03 02:11:00.900	0.5
73	Spectrogram 1	1	8041.1	8043.1	50.0	350.0	2009/04/03	2	0.6124120354652405	2009-04-03 02:14:01.100	0.5
74	Spectrogram 1	1	8221.2	8223.2	50.0	350.0	2009/04/03	2	0.5597705245018005	2009-04-03 02:17:01.200	0.5
75	Spectrogram 1	1	8376.7	8378.7	50.0	350.0	2009/04/03	2	0.7346245646476746	2009-04-03 02:19:36.700	0.5
76	Spectrogram 1	1	8576.7	8578.7	50.0	350.0	2009/04/03	2	0.5671429634094238	2009-04-03 02:22:56.700	0.5
77	Spectrogram 1	1	8581.8	8583.8	50.0	350.0	2009/04/03	2	0.7574911713600159	2009-04-03 02:23:01.800	0.5
78	Spectrogram 1	1	8761.9	8763.9	50.0	350.0	2009/04/03	2	0.7184673547744751	2009-04-03 02:26:01.900	0.5
79	Spectrogram 1	1	8942.2	8944.2	50.0	350.0	2009/04/03	2	0.8272736072540283	2009-04-03 02:29:02.200	0.5
80	Spectrogram 1	1	9078.7	9080.7	50.0	350.0	2009/04/03	2	0.5141157507896423	2009-04-03 02:31:18.700	0.5
81	Spectrogram 1	1	9482.9	9484.9	50.0	350.0	2009/04/03	2	0.5788853764533997	2009-04-03 02:38:02.900	0.5
82	Spectrogram 1	1	9843.3	9845.3	50.0	350.0	2009/04/03	2	0.5086615085601807	2009-04-03 02:44:03.300	0.5
83	Spectrogram 1	1	9995.3	9997.3	50.0	350.0	2009/04/03	2	0.526339054107666	2009-04-03 02:46:35.300	0.5
84	Spectrogram 1	1	10023.5	10025.5	50.0	350.0	2009/04/03	2	0.7984253764152527	2009-04-03 02:47:03.500	0.5
85	Spectrogram 1	1	10041.5	10043.5	50.0	350.0	2009/04/03	2	0.5447014570236206	2009-04-03 02:47:21.500	0.5
86	Spectrogram 1	1	10299.8	10301.8	50.0	350.0	2009/04/03	2	0.5928581953048706	2009-04-03 02:51:39.800	0.5
87	Spectrogram 1	1	10379.2	10381.2	50.0	350.0	2009/04/03	2	0.5763036012649536	2009-04-03 02:52:59.200	0.5
88	Spectrogram 1	1	10384.0	10386.0	50.0	350.0	2009/04/03	2	0.749271810054779	2009-04-03 02:53:04.000	0.5
89	Spectrogram 1	1	10564.3	10566.3	50.0	350.0	2009/04/03	2	0.7554017901420593	2009-04-03 02:56:04.300	0.5
90	Spectrogram 1	1	10925.5	10927.5	50.0	350.0	2009/04/03	3	0.6231966018676758	2009-04-03 03:02:05.500	0.5
91	Spectrogram 1	1	11037.9	11039.9	50.0	350.0	2009/04/03	3	0.9997492432594299	2009-04-03 03:03:57.900	0.5
92	Spectrogram 1	1	11110.1	11112.1	50.0	350.0	2009/04/03	3	0.7163268327713013	2009-04-03 03:05:10.100	0.5
93	Spectrogram 1	1	11209.5	11211.5	50.0	350.0	2009/04/03	3	0.9918970465660095	2009-04-03 03:06:49.500	0.5
94	Spectrogram 1	1	11285.1	11287.1	50.0	350.0	2009/04/03	3	0.5310028195381165	2009-04-03 03:08:05.100	0.5
95	Spectrogram 1	1	11465.4	11467.4	50.0	350.0	2009/04/03	3	0.6188905239105225	2009-04-03 03:11:05.400	0.5
96	Spectrogram 1	1	12186.3	12188.3	50.0	350.0	2009/04/03	3	0.6354900002479553	2009-04-03 03:23:06.300	0.5
97	Spectrogram 1	1	12284.1	12286.1	50.0	350.0	2009/04/03	3	0.5409599542617798	2009-04-03 03:24:44.100	0.5
98	Spectrogram 1	1	12310.6	12312.6	50.0	350.0	2009/04/03	3	0.670764148235321	2009-04-03 03:25:10.600	0.5
99	Spectrogram 1	1	12367.4	12369.4	50.0	350.0	2009/04/03	3	0.6868612170219421	2009-04-03 03:26:07.400	0.5
100	Spectrogram 1	1	12547.7	12549.7	50.0	350.0	2009/04/03	3	0.5735783576965332	2009-04-03 03:29:07.700	0.5
101	Spectrogram 1	1	12726.9	12728.9	50.0	350.0	2009/04/03	3	0.5628486275672913	2009-04-03 03:32:06.900	0.5
102	Spectrogram 1	1	13448.0	13450.0	50.0	350.0	2009/04/03	3	0.6516550779342651	2009-04-03 03:44:08.000	0.5
103	Spectrogram 1	1	13808.3	13810.3	50.0	350.0	2009/04/03	3	0.8038795590400696	2009-04-03 03:50:08.300	0.5
104	Spectrogram 1	1	13988.5	13990.5	50.0	350.0	2009/04/03	3	0.6714405417442322	2009-04-03 03:53:08.500	0.5
105	Spectrogram 1	1	14174.2	14176.2	50.0	350.0	2009/04/03	3	0.5950419306755066	2009-04-03 03:56:14.200	0.5
106	Spectrogram 1	1	14190.8	14192.8	50.0	350.0	2009/04/03	3	0.7713751792907715	2009-04-03 03:56:30.800	0.5
107	Spectrogram 1	1	14419.6	14421.6	50.0	350.0	2009/04/03	4	0.9850358963012695	2009-04-03 04:00:19.600	0.5
108	Spectrogram 1	1	14445.3	14447.3	50.0	350.0	2009/04/03	4	0.7535933256149292	2009-04-03 04:00:45.300	0.5
109	Spectrogram 1	1	14457.5	14459.5	50.0	350.0	2009/04/03	4	0.6712146401405334	2009-04-03 04:00:57.500	0.5
110	Spectrogram 1	1	14491.3	14493.3	50.0	350.0	2009/04/03	4	0.9404992461204529	2009-04-03 04:01:31.300	0.5
111	Spectrogram 1	1	14529.3	14531.3	50.0	350.0	2009/04/03	4	0.8463108539581299	2009-04-03 04:02:09.300	0.5
112	Spectrogram 1	1	14558.1	14560.1	50.0	350.0	2009/04/03	4	0.9569337964057922	2009-04-03 04:02:38.100	0.5
113	Spectrogram 1	1	14574.5	14576.5	50.0	350.0	2009/04/03	4	0.9660854935646057	2009-04-03 04:02:54.500	0.5
114	Spectrogram 1	1	14588.6	14590.6	50.0	350.0	2009/04/03	4	0.9739179015159607	2009-04-03 04:03:08.600	0.5
115	Spectrogram 1	1	14603.0	14605.0	50.0	350.0	2009/04/03	4	0.9627882838249207	2009-04-03 04:03:23.000	0.5
116	Spectrogram 1	1	14635.1	14637.1	50.0	350.0	2009/04/03	4	0.9523705244064331	2009-04-03 04:03:55.100	0.5
117	Spectrogram 1	1	14681.6	14683.6	50.0	350.0	2009/04/03	4	0.9356837868690491	2009-04-03 04:04:41.600	0.5
118	Spectrogram 1	1	14687.2	14689.2	50.0	350.0	2009/04/03	4	0.7573397159576416	2009-04-03 04:04:47.200	0.5
119	Spectrogram 1	1	14709.4	14711.4	50.0	350.0	2009/04/03	4	0.5281388163566589	2009-04-03 04:05:09.400	0.5
120	Spectrogram 1	1	14717.8	14719.8	50.0	350.0	2009/04/03	4	0.9489245414733887	2009-04-03 04:05:17.800	0.5
121	Spectrogram 1	1	14762.4	14764.4	50.0	350.0	2009/04/03	4	0.8299935460090637	2009-04-03 04:06:02.400	0.5
122	Spectrogram 1	1	14765.9	14767.9	50.0	350.0	2009/04/03	4	0.8743369579315186	2009-04-03 04:06:05.900	0.5
123	Spectrogram 1	1	14770.4	14772.4	50.0	350.0	2009/04/03	4	0.5231587886810303	2009-04-03 04:06:10.400	0.5
124	Spectrogram 1	1	14788.5	14790.5	50.0	350.0	2009/04/03	4	0.879002571105957	2009-04-03 04:06:28.500	0.5
125	Spectrogram 1	1	14798.7	14800.7	50.0	350.0	2009/04/03	4	0.971974790096283	2009-04-03 04:06:38.700	0.5
126	Spectrogram 1	1	14805.3	14807.3	50.0	350.0	2009/04/03	4	0.9102599620819092	2009-04-03 04:06:45.300	0.5
127	Spectrogram 1	1	14818.5	14820.5	50.0	350.0	2009/04/03	4	0.5951666831970215	2009-04-03 04:06:58.500	0.5
128	Spectrogram 1	1	14825.5	14827.5	50.0	350.0	2009/04/03	4	0.999984622001648	2009-04-03 04:07:05.500	0.5
129	Spectrogram 1	1	14837.6	14839.6	50.0	350.0	2009/04/03	4	0.8334614634513855	2009-04-03 04:07:17.600	0.5
130	Spectrogram 1	1	14931.7	14933.7	50.0	350.0	2009/04/03	4	0.8746411204338074	2009-04-03 04:08:51.700	0.5
131	Spectrogram 1	1	15001.1	15003.1	50.0	350.0	2009/04/03	4	0.6889728903770447	2009-04-03 04:10:01.100	0.5
132	Spectrogram 1	1	15023.1	15025.1	50.0	350.0	2009/04/03	4	0.9988465309143066	2009-04-03 04:10:23.100	0.5
133	Spectrogram 1	1	15077.2	15079.2	50.0	350.0	2009/04/03	4	0.9838328957557678	2009-04-03 04:11:17.200	0.5
134	Spectrogram 1	1	15102.3	15104.3	50.0	350.0	2009/04/03	4	0.9957560896873474	2009-04-03 04:11:42.300	0.5
135	Spectrogram 1	1	15122.2	15124.2	50.0	350.0	2009/04/03	4	0.7594513297080994	2009-04-03 04:12:02.200	0.5
136	Spectrogram 1	1	15129.0	15131.0	50.0	350.0	2009/04/03	4	0.9003380537033081	2009-04-03 04:12:09.000	0.5
137	Spectrogram 1	1	15153.1	15155.1	50.0	350.0	2009/04/03	4	0.9978142976760864	2009-04-03 04:12:33.100	0.5
138	Spectrogram 1	1	15169.1	15171.1	50.0	350.0	2009/04/03	4	0.977381706237793	2009-04-03 04:12:49.100	0.5
139	Spectrogram 1	1	15180.8	15182.8	50.0	350.0	2009/04/03	4	0.8502132892608643	2009-04-03 04:13:00.800	0.5
140	Spectrogram 1	1	15189.3	15191.3	50.0	350.0	2009/04/03	4	0.9714317917823792	2009-04-03 04:13:09.300	0.5
141	Spectrogram 1	1	15206.1	15208.1	50.0	350.0	2009/04/03	4	0.9837625026702881	2009-04-03 04:13:26.100	0.5
142	Spectrogram 1	1	15226.2	15228.2	50.0	350.0	2009/04/03	4	0.9939905405044556	2009-04-03 04:13:46.200	0.5
143	Spectrogram 1	1	15244.8	15246.8	50.0	350.0	2009/04/03	4	0.8142521381378174	2009-04-03 04:14:04.800	0.5
144	Spectrogram 1	1	15279.3	15281.3	50.0	350.0	2009/04/03	4	0.8790552616119385	2009-04-03 04:14:39.300	0.5
145	Spectrogram 1	1	15346.5	15348.5	50.0	350.0	2009/04/03	4	0.9958926439285278	2009-04-03 04:15:46.500	0.5
146	Spectrogram 1	1	15430.5	15432.5	50.0	350.0	2009/04/03	4	0.7921878099441528	2009-04-03 04:17:10.500	0.5
147	Spectrogram 1	1	15456.2	15458.2	50.0	350.0	2009/04/03	4	0.7490969896316528	2009-04-03 04:17:36.200	0.5
148	Spectrogram 1	1	15458.3	15460.3	50.0	350.0	2009/04/03	4	0.9999492168426514	2009-04-03 04:17:38.300	0.5
149	Spectrogram 1	1	15479.6	15481.6	50.0	350.0	2009/04/03	4	0.9919661283493042	2009-04-03 04:17:59.600	0.5
150	Spectrogram 1	1	15488.8	15490.8	50.0	350.0	2009/04/03	4	0.6306139826774597	2009-04-03 04:18:08.800	0.5
151	Spectrogram 1	1	15503.3	15505.3	50.0	350.0	2009/04/03	4	0.998364269733429	2009-04-03 04:18:23.300	0.5
152	Spectrogram 1	1	15537.1	15539.1	50.0	350.0	2009/04/03	4	0.5782732963562012	2009-04-03 04:18:57.100	0.5
153	Spectrogram 1	1	15543.6	15545.6	50.0	350.0	2009/04/03	4	0.9489009380340576	2009-04-03 04:19:03.600	0.5
154	Spectrogram 1	1	15576.7	15578.7	50.0	350.0	2009/04/03	4	0.9777317643165588	2009-04-03 04:19:36.700	0.5
155	Spectrogram 1	1	15605.6	15607.6	50.0	350.0	2009/04/03	4	0.9495338201522827	2009-04-03 04:20:05.600	0.5
156	Spectrogram 1	1	15613.8	15615.8	50.0	350.0	2009/04/03	4	0.9791111350059509	2009-04-03 04:20:13.800	0.5
157	Spectrogram 1	1	15641.5	15643.5	50.0	350.0	2009/04/03	4	0.9375857710838318	2009-04-03 04:20:41.500	0.5
158	Spectrogram 1	1	15652.9	15654.9	50.0	350.0	2009/04/03	4	0.9997884631156921	2009-04-03 04:20:52.900	0.5
159	Spectrogram 1	1	15685.8	15687.8	50.0	350.0	2009/04/03	4	0.9417151212692261	2009-04-03 04:21:25.800	0.5
160	Spectrogram 1	1	15790.8	15792.8	50.0	350.0	2009/04/03	4	0.6153388619422913	2009-04-03 04:23:10.800	0.5
161	Spectrogram 1	1	15899.6	15901.6	50.0	350.0	2009/04/03	4	0.9917123317718506	2009-04-03 04:24:59.600	0.5
162	Spectrogram 1	1	16092.5	16094.5	50.0	350.0	2009/04/03	4	0.9976640939712524	2009-04-03 04:28:12.500	0.5
163	Spectrogram 1	1	16189.3	16191.3	50.0	350.0	2009/04/03	4	0.9997329115867615	2009-04-03 04:29:49.300	0.5
164	Spectrogram 1	1	16206.5	16208.5	50.0	350.0	2009/04/03	4	0.8208926320075989	2009-04-03 04:30:06.500	0.5
165	Spectrogram 1	1	16244.0	16246.0	50.0	350.0	2009/04/03	4	0.814098596572876	2009-04-03 04:30:44.000	0.5
166	Spectrogram 1	1	16331.5	16333.5	50.0	350.0	2009/04/03	4	0.7453818917274475	2009-04-03 04:32:11.500	0.5
167	Spectrogram 1	1	16391.4	16393.4	50.0	350.0	2009/04/03	4	0.9895598888397217	2009-04-03 04:33:11.400	0.5
168	Spectrogram 1	1	16421.8	16423.8	50.0	350.0	2009/04/03	4	0.9988917708396912	2009-04-03 04:33:41.800	0.5
169	Spectrogram 1	1	16470.5	16472.5	50.0	350.0	2009/04/03	4	0.6927757263183594	2009-04-03 04:34:30.500	0.5
170	Spectrogram 1	1	16478.7	16480.7	50.0	350.0	2009/04/03	4	0.87169349193573	2009-04-03 04:34:38.700	0.5
171	Spectrogram 1	1	16509.9	16511.9	50.0	350.0	2009/04/03	4	0.8936800360679626	2009-04-03 04:35:09.900	0.5
172	Spectrogram 1	1	16512.7	16514.7	50.0	350.0	2009/04/03	4	0.5249732732772827	2009-04-03 04:35:12.700	0.5
173	Spectrogram 1	1	16522.0	16524.0	50.0	350.0	2009/04/03	4	0.9429242014884949	2009-04-03 04:35:22.000	0.5
174	Spectrogram 1	1	16598.6	16600.6	50.0	350.0	2009/04/03	4	0.999618411064148	2009-04-03 04:36:38.600	0.5
175	Spectrogram 1	1	16670.5	16672.5	50.0	350.0	2009/04/03	4	0.9998798370361328	2009-04-03 04:37:50.500	0.5
176	Spectrogram 1	1	16687.7	16689.7	50.0	350.0	2009/04/03	4	0.9693120718002319	2009-04-03 04:38:07.700	0.5
177	Spectrogram 1	1	16692.0	16694.0	50.0	350.0	2009/04/03	4	0.6243166327476501	2009-04-03 04:38:12.000	0.5
178	Spectrogram 1	1	16727.1	16729.1	50.0	350.0	2009/04/03	4	0.9963118433952332	2009-04-03 04:38:47.100	0.5
179	Spectrogram 1	1	16750.3	16752.3	50.0	350.0	2009/04/03	4	0.5646382570266724	2009-04-03 04:39:10.300	0.5
180	Spectrogram 1	1	16789.1	16791.1	50.0	350.0	2009/04/03	4	0.9999054670333862	2009-04-03 04:39:49.100	0.5
181	Spectrogram 1	1	16844.6	16846.6	50.0	350.0	2009/04/03	4	0.9934481978416443	2009-04-03 04:40:44.600	0.5
182	Spectrogram 1	1	16872.2	16874.2	50.0	350.0	2009/04/03	4	0.5951672196388245	2009-04-03 04:41:12.200	0.5
183	Spectrogram 1	1	16878.3	16880.3	50.0	350.0	2009/04/03	4	0.9999383687973022	2009-04-03 04:41:18.300	0.5
184	Spectrogram 1	1	16887.4	16889.4	50.0	350.0	2009/04/03	4	0.9947191476821899	2009-04-03 04:41:27.400	0.5
185	Spectrogram 1	1	16936.9	16938.9	50.0	350.0	2009/04/03	4	0.9992550015449524	2009-04-03 04:42:16.900	0.5
186	Spectrogram 1	1	16945.4	16947.4	50.0	350.0	2009/04/03	4	0.9536709785461426	2009-04-03 04:42:25.400	0.5
187	Spectrogram 1	1	17006.2	17008.2	50.0	350.0	2009/04/03	4	0.7475206255912781	2009-04-03 04:43:26.200	0.5
188	Spectrogram 1	1	17023.4	17025.4	50.0	350.0	2009/04/03	4	0.9513179063796997	2009-04-03 04:43:43.400	0.5
189	Spectrogram 1	1	17048.4	17050.4	50.0	350.0	2009/04/03	4	0.6964684128761292	2009-04-03 04:44:08.400	0.5
190	Spectrogram 1	1	17080.4	17082.4	50.0	350.0	2009/04/03	4	0.9996590614318848	2009-04-03 04:44:40.400	0.5
191	Spectrogram 1	1	17093.9	17095.9	50.0	350.0	2009/04/03	4	0.9944825172424316	2009-04-03 04:44:53.900	0.5
192	Spectrogram 1	1	17105.9	17107.9	50.0	350.0	2009/04/03	4	0.999906063079834	2009-04-03 04:45:05.900	0.5
193	Spectrogram 1	1	17134.8	17136.8	50.0	350.0	2009/04/03	4	0.9999909400939941	2009-04-03 04:45:34.800	0.5
194	Spectrogram 1	1	17161.6	17163.6	50.0	350.0	2009/04/03	4	0.9990352392196655	2009-04-03 04:46:01.600	0.5
195	Spectrogram 1	1	17169.4	17171.4	50.0	350.0	2009/04/03	4	0.9999932050704956	2009-04-03 04:46:09.400	0.5
196	Spectrogram 1	1	17197.5	17199.5	50.0	350.0	2009/04/03	4	0.9996981620788574	2009-04-03 04:46:37.500	0.5
197	Spectrogram 1	1	17199.6	17201.6	50.0	350.0	2009/04/03	4	0.994171679019928	2009-04-03 04:46:39.600	0.5
198	Spectrogram 1	1	17209.8	17211.8	50.0	350.0	2009/04/03	4	0.9483636021614075	2009-04-03 04:46:49.800	0.5
199	Spectrogram 1	1	17224.5	17226.5	50.0	350.0	2009/04/03	4	0.9999964237213135	2009-04-03 04:47:04.500	0.5
200	Spectrogram 1	1	17232.7	17234.7	50.0	350.0	2009/04/03	4	0.9157466888427734	2009-04-03 04:47:12.700	0.5
201	Spectrogram 1	1	17253.1	17255.1	50.0	350.0	2009/04/03	4	0.9995741248130798	2009-04-03 04:47:33.100	0.5
202	Spectrogram 1	1	17259.8	17261.8	50.0	350.0	2009/04/03	4	0.9989204406738281	2009-04-03 04:47:39.800	0.5
203	Spectrogram 1	1	17284.1	17286.1	50.0	350.0	2009/04/03	4	0.9871587157249451	2009-04-03 04:48:04.100	0.5
204	Spectrogram 1	1	17300.8	17302.8	50.0	350.0	2009/04/03	4	0.990326464176178	2009-04-03 04:48:20.800	0.5
